500k,1k,2k,3k,4k,6k,8k,age_group,0pred,1pred,2pred,3pred
1.0,0.7275534431873933,0.5263946278078095,0.36022167205051103,0.31232763179990936,0.3224840799508166,0.24259857403465585,0.1681156173326576,0.46586439137823865,0.448257271490284,0.4881567245898711,0.37995652088053616
0.7275534431873933,1.0,0.6880718299441506,0.47198314469005265,0.4120951078964151,0.4010873758096192,0.302513881034238,0.24341567355316435,0.4944446860781485,0.4907010958467992,0.5634580821543993,0.5027381447039485
0.5263946278078095,0.6880718299441506,1.0,0.6854141484672459,0.5730719876812865,0.5325707234459217,0.3878560399994166,0.32970382866579656,0.5923482335201629,0.6078592193446767,0.6193181637160301,0.5995269368862596
0.36022167205051103,0.47198314469005265,0.6854141484672459,1.0,0.8332948058061524,0.7001692356494398,0.4666196577019214,0.4313462989050828,0.6020892321756863,0.6684076934797387,0.6403470436526407,0.6555467558885564
0.31232763179990936,0.4120951078964151,0.5730719876812865,0.8332948058061524,1.0,0.7672091923564807,0.49124720392259863,0.47742423193125594,0.6260066087537866,0.6605546415958475,0.6250604224959286,0.6506203613705985
0.3224840799508166,0.4010873758096192,0.5325707234459217,0.7001692356494398,0.7672091923564807,1.0,0.5599461795599903,0.45867299385484267,0.6161873979216124,0.6301843708762502,0.5974562287238744,0.6313793858108993
0.24259857403465585,0.302513881034238,0.3878560399994166,0.4666196577019214,0.49124720392259863,0.5599461795599903,1.0,0.3615543805521906,0.40864047561377037,0.4183036726284622,0.4017622738292873,0.5099624775386221
0.1681156173326576,0.24341567355316435,0.32970382866579656,0.4313462989050828,0.47742423193125594,0.45867299385484267,0.3615543805521906,1.0,0.48678333435691057,0.47754382844827264,0.4440969491775429,0.47173105820890476
